Drylab Set Report CSV v0.9.1 
Documented at https://tbd.drylab.io/ 
cameraLetter;cameraName;cameraStart;actionStart;actionEnd;createdAt;filenameBase;reel;lens;filters;pan;tilt;dutch;colorTemperature;iso;tStop;distanceToBackground;distanceToGround;distanceToObject;latitude;longitude;scenes;shot;take;episodes;dayNumber;dayDate;takeID;ac;ac2;dataWrangler;director;dit;dop;producer;scriptSupervisor;soundMixer;tags;shotNotes;cameraTakeNotes;;cameraTakeNotes
A;;;;;;A029C010;A029;;;;;;;;;;;;;;8补;20;2; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F010000;;;;;;-03:52;;;;全景 LS,NG,;;; 
A;;;;;;A029C011;A029;;;;;;;;;;;;;;8补;20;3; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F010000;;;;;;-03:52;;;;全景 LS,NG,;;; 
A;;;;;;A029C012;A029;;;;;;;;;;;;;;8补;21;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F011000;;;;;;-03:52;;;;Circle,;;; 
A;;;;;;A029C013;A029;;;;;;;;;;;;;;8补;CR-21;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F012000;;;;;;-03:52;;;;;;; 
B;;;;;;B028C013;B028;;;;;;;;;;;;;;8补;22;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F013001;;;;;;-03:52;;;;中景 MS,NG,;;; 
B;;;;;;B028C014;B028;;;;;;;;;;;;;;8补;22;2; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F013001;;;;;;-03:52;;;;中景 MS,KEEP,;;; 
B;;;;;;B028C015;B028;;;;;;;;;;;;;;8补;22;3; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F013001;;;;;;-03:52;;;;中景 MS,Circle,;;; 
B;;;;;;B028C016;B028;;;;;;;;;;;;;;8补;CR-22;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F014001;;;;;;-03:52;;;;;;; 
B;;;;;;B028C017;B028;;;;;;;;;;;;;;8补;23;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F015001;;;;;;-03:52;;;;全景 LS,KEEP,;;; 
B;;;;;;B028C018;B028;;;;;;;;;;;;;;8补;23;2; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F015001;;;;;;-03:52;;;;全景 LS,Circle,;;; 
B;;;;;;B028C019;B028;;;;;;;;;;;;;;8补;24;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F016001;;;;;;-03:52;;;;中景 MS,NG,;;; 
B;;;;;;B028C020;B028;;;;;;;;;;;;;;8补;24;2; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F016001;;;;;;-03:52;;;;中景 MS,NG,;;; 
B;;;;;;B028C021;B028;;;;;;;;;;;;;;8补;24;3; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F016001;;;;;;-03:52;;;;中景 MS,KEEP,;;; 
B;;;;;;B028C022;B028;;;;;;;;;;;;;;8补;24;4; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F016001;;;;;;-03:52;;;;中景 MS,Circle,;;; 
B;;;;;;B028C023;B028;;;;;;;;;;;;;;8补;CR-24;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F017001;;;;;;-03:52;;;;;;; 
A;;;;;;A029C014;A029;;;;;;;;;;;;;;8补;REH-0;1; ; 20230921;;30208FC9-4BD0-4489-8229-AA2D0F018000;;;;;;-03:52;;;;;;; 
